jogo,data,fase,equipe1,equipe2,placar_real,selecao,adversario,xg_pro,xg_contra,posse_pct,finalizacoes,finalizacoes_contra,finalizacoes_alvo,finalizacoes_alvo_contra,grandes_chances,grandes_chances_contra,toques_area,toques_area_contra,entradas_terco_final,entradas_terco_final_contra,passes_certos,passes_total,cruzamentos_certos,cruzamentos_total,duelos_aereos_ganhos,duelos_aereos_total,recuperacoes,clearances,interceptacoes,erros_gol,jogador_destaque,rating_sofascore,tipo_desempenho,detalhe_pesquisado,fonte,escopo_dado,gp,gf,ga,xg_total,gols_acima_xg,indice_desempenho_geral,impacto_modelo
71,2026-06-27,Fase de grupos,Colômbia,Portugal,0-0,Portugal,Colômbia,NA,NA,45.4,13.0,24.0,2.0,6.0,NA,NA,NA,NA,NA,NA,405.0,446.0,2.0,13.0,NA,NA,NA,22.0,13.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Portugal 0-0 Colômbia; posse 45.4%, finalizações 13.0 (2.0 no alvo), escanteios 2.0, faltas 6.0.",ESPN public API event 760481 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.1284
72,2026-06-27,Fase de grupos,RD Congo,Uzbequistão,3-1,RD Congo,Uzbequistão,NA,NA,57.6,19.0,3.0,4.0,1.0,NA,NA,NA,NA,NA,NA,400.0,485.0,6.0,22.0,NA,NA,NA,25.0,7.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: RD Congo 3-1 Uzbequistão; posse 57.6%, finalizações 19.0 (4.0 no alvo), escanteios 2.0, faltas 6.0.",ESPN public API event 760482 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.5004
72,2026-06-27,Fase de grupos,RD Congo,Uzbequistão,3-1,Uzbequistão,RD Congo,NA,NA,42.4,3.0,19.0,1.0,4.0,NA,NA,NA,NA,NA,NA,269.0,355.0,2.0,16.0,NA,NA,NA,38.0,12.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Uzbequistão 1-3 RD Congo; posse 42.4%, finalizações 3.0 (1.0 no alvo), escanteios 4.0, faltas 16.0.",ESPN public API event 760482 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.3504
69,2026-06-27,Fase de grupos,Argélia,Áustria,3-3,Argélia,Áustria,NA,NA,65.0,12.0,10.0,5.0,3.0,NA,NA,NA,NA,NA,NA,706.0,754.0,0.0,5.0,NA,NA,NA,18.0,4.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Argélia 3-3 Áustria; posse 65.0%, finalizações 12.0 (5.0 no alvo), escanteios 0.0, faltas 3.0.",ESPN public API event 760484 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.19
69,2026-06-27,Fase de grupos,Argélia,Áustria,3-3,Áustria,Argélia,NA,NA,35.0,10.0,12.0,3.0,5.0,NA,NA,NA,NA,NA,NA,346.0,396.0,3.0,13.0,NA,NA,NA,19.0,10.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Áustria 3-3 Argélia; posse 35.0%, finalizações 10.0 (3.0 no alvo), escanteios 3.0, faltas 7.0.",ESPN public API event 760484 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.09
70,2026-06-27,Fase de grupos,Jordânia,Argentina,1-3,Jordânia,Argentina,NA,NA,26.7,5.0,12.0,1.0,4.0,NA,NA,NA,NA,NA,NA,228.0,285.0,2.0,7.0,NA,NA,NA,13.0,19.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Jordânia 1-3 Argentina; posse 26.7%, finalizações 5.0 (1.0 no alvo), escanteios 2.0, faltas 13.0.",ESPN public API event 760483 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.4132
70,2026-06-27,Fase de grupos,Jordânia,Argentina,1-3,Argentina,Jordânia,NA,NA,73.3,12.0,5.0,4.0,1.0,NA,NA,NA,NA,NA,NA,737.0,801.0,3.0,5.0,NA,NA,NA,9.0,12.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Argentina 3-1 Jordânia; posse 73.3%, finalizações 12.0 (4.0 no alvo), escanteios 6.0, faltas 7.0.",ESPN public API event 760483 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.5632
73,2026-06-28,16 avos de final,África do Sul,Canadá,0-1,África do Sul,Canadá,NA,NA,58.4,6.0,12.0,1.0,7.0,NA,NA,NA,NA,NA,NA,466.0,554.0,2.0,7.0,NA,NA,NA,33.0,15.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: África do Sul 0-1 Canadá; posse 58.4%, finalizações 6.0 (1.0 no alvo), escanteios 1.0, faltas 10.0.",ESPN public API event 760486 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.4064
73,2026-06-28,16 avos de final,África do Sul,Canadá,0-1,Canadá,África do Sul,NA,NA,41.6,12.0,6.0,7.0,1.0,NA,NA,NA,NA,NA,NA,298.0,379.0,5.0,13.0,NA,NA,NA,16.0,8.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Canadá 1-0 África do Sul; posse 41.6%, finalizações 12.0 (7.0 no alvo), escanteios 4.0, faltas 16.0.",ESPN public API event 760486 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.5564
76,2026-06-29,16 avos de final,Brasil,Japão,2-1,Brasil,Japão,NA,NA,68.6,19.0,5.0,7.0,2.0,NA,NA,NA,NA,NA,NA,625.0,682.0,10.0,39.0,NA,NA,NA,19.0,9.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Brasil 2-1 Japão; posse 68.6%, finalizações 19.0 (7.0 no alvo), escanteios 6.0, faltas 4.0.",ESPN public API event 760487 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.6244
76,2026-06-29,16 avos de final,Brasil,Japão,2-1,Japão,Brasil,NA,NA,31.4,5.0,19.0,2.0,7.0,NA,NA,NA,NA,NA,NA,260.0,313.0,2.0,11.0,NA,NA,NA,45.0,6.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Japão 1-2 Brasil; posse 31.4%, finalizações 5.0 (2.0 no alvo), escanteios 2.0, faltas 13.0.",ESPN public API event 760487 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.4744
74,2026-06-29,16 avos de final,Alemanha,Paraguai,1-1,Alemanha,Paraguai,NA,NA,75.6,21.0,7.0,6.0,3.0,NA,NA,NA,NA,NA,NA,725.0,805.0,9.0,55.0,NA,NA,NA,23.0,4.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Alemanha 1-1 Paraguai; posse 75.6%, finalizações 21.0 (6.0 no alvo), escanteios 16.0, faltas 18.0.",ESPN public API event 760489 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.2724
74,2026-06-29,16 avos de final,Alemanha,Paraguai,1-1,Paraguai,Alemanha,NA,NA,24.4,7.0,21.0,3.0,6.0,NA,NA,NA,NA,NA,NA,160.0,255.0,6.0,21.0,NA,NA,NA,55.0,13.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Paraguai 1-1 Alemanha; posse 24.4%, finalizações 7.0 (3.0 no alvo), escanteios 6.0, faltas 12.0.",ESPN public API event 760489 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.1724
75,2026-06-29,16 avos de final,Países Baixos,Marrocos,1-1,Países Baixos,Marrocos,NA,NA,29.9,6.0,11.0,2.0,5.0,NA,NA,NA,NA,NA,NA,292.0,371.0,3.0,10.0,NA,NA,NA,22.0,11.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Países Baixos 1-1 Marrocos; posse 29.9%, finalizações 6.0 (2.0 no alvo), escanteios 5.0, faltas 18.0.",ESPN public API event 760488 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.1504
75,2026-06-29,16 avos de final,Países Baixos,Marrocos,1-1,Marrocos,Países Baixos,NA,NA,70.1,11.0,6.0,5.0,2.0,NA,NA,NA,NA,NA,NA,801.0,879.0,4.0,18.0,NA,NA,NA,34.0,11.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Marrocos 1-1 Países Baixos; posse 70.1%, finalizações 11.0 (5.0 no alvo), escanteios 8.0, faltas 15.0.",ESPN public API event 760488 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.2504
78,2026-06-30,16 avos de final,Costa do Marfim,Noruega,1-2,Costa do Marfim,Noruega,NA,NA,47.0,14.0,9.0,5.0,4.0,NA,NA,NA,NA,NA,NA,339.0,401.0,7.0,29.0,NA,NA,NA,11.0,4.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Costa do Marfim 1-2 Noruega; posse 47.0%, finalizações 14.0 (5.0 no alvo), escanteios 14.0, faltas 6.0.",ESPN public API event 760490 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.172
78,2026-06-30,16 avos de final,Costa do Marfim,Noruega,1-2,Noruega,Costa do Marfim,NA,NA,53.0,9.0,14.0,4.0,5.0,NA,NA,NA,NA,NA,NA,415.0,474.0,5.0,10.0,NA,NA,NA,37.0,5.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Noruega 2-1 Costa do Marfim; posse 53.0%, finalizações 9.0 (4.0 no alvo), escanteios 3.0, faltas 7.0.",ESPN public API event 760490 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.322
77,2026-06-30,16 avos de final,França,Suécia,3-0,França,Suécia,NA,NA,61.0,25.0,8.0,12.0,3.0,NA,NA,NA,NA,NA,NA,484.0,551.0,4.0,17.0,NA,NA,NA,23.0,5.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: França 3-0 Suécia; posse 61.0%, finalizações 25.0 (12.0 no alvo), escanteios 9.0, faltas 14.0.",ESPN public API event 760492 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.754
77,2026-06-30,16 avos de final,França,Suécia,3-0,Suécia,França,NA,NA,39.0,8.0,25.0,3.0,12.0,NA,NA,NA,NA,NA,NA,278.0,350.0,3.0,11.0,NA,NA,NA,26.0,12.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Suécia 0-3 França; posse 39.0%, finalizações 8.0 (3.0 no alvo), escanteios 1.0, faltas 10.0.",ESPN public API event 760492 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.604
79,2026-06-30,16 avos de final,México,Equador,2-0,México,Equador,NA,NA,42.8,15.0,7.0,3.0,1.0,NA,NA,NA,NA,NA,NA,248.0,316.0,4.0,7.0,NA,NA,NA,39.0,7.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: México 2-0 Equador; posse 42.8%, finalizações 15.0 (3.0 no alvo), escanteios 3.0, faltas 10.0.",ESPN public API event 760491 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.4012
79,2026-06-30,16 avos de final,México,Equador,2-0,Equador,México,NA,NA,57.2,7.0,15.0,1.0,3.0,NA,NA,NA,NA,NA,NA,341.0,410.0,3.0,25.0,NA,NA,NA,19.0,6.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Equador 0-2 México; posse 57.2%, finalizações 7.0 (1.0 no alvo), escanteios 8.0, faltas 14.0.",ESPN public API event 760491 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.2512
80,2026-07-01,16 avos de final,Inglaterra,RD Congo,2-1,Inglaterra,RD Congo,NA,NA,59.7,16.0,7.0,7.0,2.0,NA,NA,NA,NA,NA,NA,468.0,517.0,9.0,43.0,NA,NA,NA,23.0,7.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Inglaterra 2-1 RD Congo; posse 59.7%, finalizações 16.0 (7.0 no alvo), escanteios 5.0, faltas 10.0.",ESPN public API event 760495 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.5888
80,2026-07-01,16 avos de final,Inglaterra,RD Congo,2-1,RD Congo,Inglaterra,NA,NA,40.3,7.0,16.0,2.0,7.0,NA,NA,NA,NA,NA,NA,299.0,365.0,1.0,13.0,NA,NA,NA,36.0,3.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: RD Congo 1-2 Inglaterra; posse 40.3%, finalizações 7.0 (2.0 no alvo), escanteios 3.0, faltas 12.0.",ESPN public API event 760495 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.4388
82,2026-07-01,16 avos de final,Bélgica,Senegal,3-2,Bélgica,Senegal,NA,NA,52.3,19.0,19.0,5.0,5.0,NA,NA,NA,NA,NA,NA,602.0,701.0,7.0,26.0,NA,NA,NA,28.0,8.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Bélgica 3-2 Senegal; posse 52.3%, finalizações 19.0 (5.0 no alvo), escanteios 4.0, faltas 22.0.",ESPN public API event 760493 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.3592
82,2026-07-01,16 avos de final,Bélgica,Senegal,3-2,Senegal,Bélgica,NA,NA,47.7,19.0,19.0,5.0,5.0,NA,NA,NA,NA,NA,NA,536.0,639.0,5.0,22.0,NA,NA,NA,31.0,11.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Senegal 2-3 Bélgica; posse 47.7%, finalizações 19.0 (5.0 no alvo), escanteios 2.0, faltas 12.0.",ESPN public API event 760493 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.2092
81,2026-07-01,16 avos de final,Estados Unidos,Bósnia e Herzegovina,2-0,Estados Unidos,Bósnia e Herzegovina,NA,NA,48.4,8.0,10.0,2.0,3.0,NA,NA,NA,NA,NA,NA,349.0,415.0,3.0,14.0,NA,NA,NA,28.0,7.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Estados Unidos 2-0 Bósnia e Herzegovina; posse 48.4%, finalizações 8.0 (2.0 no alvo), escanteios 4.0, faltas 7.0.",ESPN public API event 760494 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.3036
81,2026-07-01,16 avos de final,Estados Unidos,Bósnia e Herzegovina,2-0,Bósnia e Herzegovina,Estados Unidos,NA,NA,51.6,10.0,8.0,3.0,2.0,NA,NA,NA,NA,NA,NA,365.0,447.0,0.0,13.0,NA,NA,NA,26.0,7.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Bósnia e Herzegovina 0-2 Estados Unidos; posse 51.6%, finalizações 10.0 (3.0 no alvo), escanteios 3.0, faltas 13.0.",ESPN public API event 760494 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.1536
84,2026-07-02,16 avos de final,Espanha,Áustria,3-0,Espanha,Áustria,NA,NA,64.4,23.0,5.0,10.0,0.0,NA,NA,NA,NA,NA,NA,570.0,629.0,7.0,21.0,NA,NA,NA,15.0,6.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Espanha 3-0 Áustria; posse 64.4%, finalizações 23.0 (10.0 no alvo), escanteios 9.0, faltas 8.0.",ESPN public API event 760497 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.8076
84,2026-07-02,16 avos de final,Espanha,Áustria,3-0,Áustria,Espanha,NA,NA,35.6,5.0,23.0,0.0,10.0,NA,NA,NA,NA,NA,NA,285.0,347.0,3.0,13.0,NA,NA,NA,21.0,6.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Áustria 0-3 Espanha; posse 35.6%, finalizações 5.0 (0.0 no alvo), escanteios 0.0, faltas 15.0.",ESPN public API event 760497 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.6576
83,2026-07-02,16 avos de final,Portugal,Croácia,2-1,Portugal,Croácia,NA,NA,60.4,15.0,13.0,3.0,6.0,NA,NA,NA,NA,NA,NA,533.0,585.0,6.0,20.0,NA,NA,NA,19.0,5.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Portugal 2-1 Croácia; posse 60.4%, finalizações 15.0 (3.0 no alvo), escanteios 9.0, faltas 6.0.",ESPN public API event 760496 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.2716
83,2026-07-02,16 avos de final,Portugal,Croácia,2-1,Croácia,Portugal,NA,NA,39.6,13.0,15.0,6.0,3.0,NA,NA,NA,NA,NA,NA,312.0,370.0,7.0,22.0,NA,NA,NA,19.0,10.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Croácia 1-2 Portugal; posse 39.6%, finalizações 13.0 (6.0 no alvo), escanteios 5.0, faltas 12.0.",ESPN public API event 760496 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.1216
85,2026-07-02,16 avos de final,Suíça,Argélia,2-0,Suíça,Argélia,NA,NA,44.5,11.0,8.0,5.0,2.0,NA,NA,NA,NA,NA,NA,355.0,438.0,4.0,14.0,NA,NA,NA,23.0,17.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Suíça 2-0 Argélia; posse 44.5%, finalizações 11.0 (5.0 no alvo), escanteios 4.0, faltas 10.0.",ESPN public API event 760498 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.448
85,2026-07-02,16 avos de final,Suíça,Argélia,2-0,Argélia,Suíça,NA,NA,55.5,8.0,11.0,2.0,5.0,NA,NA,NA,NA,NA,NA,478.0,563.0,1.0,6.0,NA,NA,NA,14.0,10.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Argélia 0-2 Suíça; posse 55.5%, finalizações 8.0 (2.0 no alvo), escanteios 2.0, faltas 12.0.",ESPN public API event 760498 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.298
88,2026-07-03,16 avos de final,Austrália,Egito,1-1,Austrália,Egito,NA,NA,41.7,16.0,14.0,1.0,3.0,NA,NA,NA,NA,NA,NA,403.0,505.0,7.0,25.0,NA,NA,NA,31.0,9.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Austrália 1-1 Egito; posse 41.7%, finalizações 16.0 (1.0 no alvo), escanteios 4.0, faltas 12.0.",ESPN public API event 760499 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.0632
88,2026-07-03,16 avos de final,Austrália,Egito,1-1,Egito,Austrália,NA,NA,58.3,14.0,16.0,3.0,1.0,NA,NA,NA,NA,NA,NA,613.0,722.0,6.0,24.0,NA,NA,NA,37.0,8.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Egito 1-1 Austrália; posse 58.3%, finalizações 14.0 (3.0 no alvo), escanteios 7.0, faltas 14.0.",ESPN public API event 760499 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.1632
86,2026-07-03,16 avos de final,Argentina,Cabo Verde,3-2,Argentina,Cabo Verde,NA,NA,63.6,22.0,16.0,10.0,5.0,NA,NA,NA,NA,NA,NA,780.0,850.0,6.0,15.0,NA,NA,NA,24.0,9.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Argentina 3-2 Cabo Verde; posse 63.6%, finalizações 22.0 (10.0 no alvo), escanteios 8.0, faltas 13.0.",ESPN public API event 760500 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.6044
86,2026-07-03,16 avos de final,Argentina,Cabo Verde,3-2,Cabo Verde,Argentina,NA,NA,36.4,16.0,22.0,5.0,10.0,NA,NA,NA,NA,NA,NA,408.0,475.0,6.0,21.0,NA,NA,NA,26.0,9.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Cabo Verde 2-3 Argentina; posse 36.4%, finalizações 16.0 (5.0 no alvo), escanteios 8.0, faltas 12.0.",ESPN public API event 760500 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.4544
